,fid,title,description,category,price,length,rating,actors,_merge
1449,937,VARSITY TRIP,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,New,2.99,85,NC-17,"NICK STALLONE, MENA TEMPLE, BURT TEMPLE",left_only
1450,109,BUTTERFLY CHOCOLAT,A Fateful Story of a Girl And a Composer who must Conquer a Husband in A Shark Tank,New,0.99,89,G,"NICK STALLONE, MENA TEMPLE, KIM ALLEN, LISA MONROE, ED GUINESS, BURT TEMPLE, MARY KEITEL",left_only
1451,591,MONSOON CAUSE,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat,Games,4.99,182,PG,"NICK STALLONE, MINNIE ZELLWEGER, ALBERT JOHANSSON, WILLIAM HACKMAN, NATALIE HOPKINS",right_only
1452,591,MONSOON CAUSE,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat,Games,4.99,182,PG,"NICK STALLONE, NATALIE HOPKINS, MINNIE ZELLWEGER, ALBERT JOHANSSON, WILLIAM HACKMAN",left_only
1453,751,RUNAWAY TENENBAUMS,A Thoughtful Documentary of a Boat And a Man who must Meet a Boat in An Abandoned Fun House,New,0.99,181,NC-17,"NICK STALLONE, WARREN JACKMAN, GENE MCKELLEN",left_only
1454,399,HAPPINESS UNITED,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,Foreign,2.99,100,G,"NICK WAHLBERG, ADAM GRANT, GROUCHO DUNST, CUBA ALLEN, MERYL GIBSON",left_only
1455,550,MAGUIRE APACHE,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,Family,2.99,74,NC-17,"NICK WAHLBERG, ALAN DREYFUSS, RENEE TRACY, SEAN WILLIAMS",right_only
1456,314,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,Animation,0.99,91,R,"NICK WAHLBERG, ALBERT JOHANSSON, MERYL GIBSON",left_only
1457,3,ADAPTATION HOLES,A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory,Documentary,2.99,50,NC-17,"NICK WAHLBERG, BOB FAWCETT, CAMERON STREEP, RAY JOHANSSON, JULIANNE DENCH",left_only
1458,31,APACHE DIVINE,A Awe-Inspiring Reflection of a Pastry Chef And a Teacher who must Overcome a Sumo Wrestler in A U-Boat,Family,4.99,92,NC-17,"NICK WAHLBERG, CUBA OLIVIER, ANNE CRONYN, HENRY BERRY",left_only
1459,481,JEKYLL FROGMEN,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,New,2.99,58,PG,"NICK WAHLBERG, DAN STREEP, JADA RYDER",right_only
1460,481,JEKYLL FROGMEN,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,New,2.99,58,PG,"NICK WAHLBERG, DAN STREEP, JADA RYDER",left_only
1461,561,MASK PEACH,A Boring Character Study of a Student And a Robot who must Meet a Woman in California,New,2.99,123,NC-17,"NICK WAHLBERG, DAN TORN, GARY PENN, WOODY JOLIE, MEG HAWKE, SIDNEY CROWE, WARREN NOLTE, LUCILLE DEE, LAURA BRODY, JEFF SILVERSTONE, RENEE BALL",left_only
1462,742,ROOF CHAMPION,A Lacklusture Reflection of a Car And a Explorer who must Find a Monkey in A Baloon,Games,0.99,101,R,"NICK WAHLBERG, ELVIS MARX, DAN STREEP, SCARLETT BENING, WHOOPI HURT",left_only
1463,742,ROOF CHAMPION,A Lacklusture Reflection of a Car And a Explorer who must Find a Monkey in A Baloon,Games,0.99,101,R,"NICK WAHLBERG, ELVIS MARX, SCARLETT BENING, WHOOPI HURT, DAN STREEP",right_only
1464,132,CHAINSAW UPTOWN,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,Sci-Fi,0.99,114,PG,"NICK WAHLBERG, GENE HOPKINS",right_only
1465,132,CHAINSAW UPTOWN,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,Sci-Fi,0.99,114,PG,"NICK WAHLBERG, GENE HOPKINS",left_only
1466,145,CHISUM BEHAVIOR,A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India,Family,4.99,124,G,"NICK WAHLBERG, GENE HOPKINS, FAY WINSLET, JULIA FAWCETT",left_only
1467,249,DRACULA CRYSTAL,A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House,Classics,0.99,176,G,"NICK WAHLBERG, JODIE DEGENERES, CARMEN HUNT, CAMERON WRAY, MICHELLE MCCONAUGHEY, SEAN WILLIAMS, BEN WILLIS, GREG CHAPLIN, MORGAN HOPKINS, DARYL CRAWFORD, MORGAN WILLIAMS, IAN TANDY, REESE WEST",left_only
1468,369,GOODFELLAS SALUTE,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,Sci-Fi,4.99,56,PG,"NICK WAHLBERG, JOHNNY LOLLOBRIGIDA, ELVIS MARX, BEN WILLIS, GINA DEGENERES, SUSAN DAVIS, FRANCES TOMEI, REESE WEST",left_only
1469,811,SMILE EARRING,A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin,Travel,2.99,60,G,"NICK WAHLBERG, JOHNNY LOLLOBRIGIDA, JOE SWANK, ANNE CRONYN, GROUCHO SINATRA, RUSSELL TEMPLE, ED GUINESS, JEFF SILVERSTONE",left_only
1470,540,LUCKY FLYING,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,Music,2.99,97,PG-13,"NICK WAHLBERG, KARL BERRY, JULIA MCQUEEN, PARKER GOLDBERG, JAMES PITT, KENNETH TORN, JIM MOSTEL, EWAN GOODING, JADA RYDER, ANGELA WITHERSPOON",left_only
1471,958,WARDROBE PHANTOM,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,Drama,2.99,178,G,"NICK WAHLBERG, KIRK JOVOVICH, ANGELINA ASTAIRE, WALTER TORN, WARREN NOLTE, RIVER DEAN, GREGORY GOODING, THORA TEMPLE",left_only
1472,47,BABY HALL,A Boring Character Study of a A Shark And a Girl who must Outrace a Feminist in An Abandoned Mine Shaft,Foreign,4.99,153,NC-17,"NICK WAHLBERG, MATTHEW JOHANSSON, CHARLIZE DENCH, DARYL WAHLBERG, KEVIN GARLAND, RIVER DEAN, MINNIE KILMER, VIVIEN BASINGER",left_only
1473,321,FLASH WARS,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,New,4.99,123,NC-17,"NICK WAHLBERG, MATTHEW JOHANSSON, DAN TORN, KIRSTEN PALTROW, SANDRA PECK, MILLA KEITEL, GRETA MALDEN",left_only
1474,321,FLASH WARS,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,New,4.99,123,NC-17,"NICK WAHLBERG, MATTHEW JOHANSSON, GRETA MALDEN, MILLA KEITEL, SANDRA PECK, KIRSTEN PALTROW, DAN TORN",right_only
1475,458,INDIAN LOVE,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,Family,0.99,135,NC-17,"NICK WAHLBERG, MATTHEW JOHANSSON, TOM MCKELLEN, CARY MCCONAUGHEY, SCARLETT DAMON, GINA DEGENERES, RITA REYNOLDS, RUSSELL TEMPLE, JON CHASE, GENE MCKELLEN",right_only
1476,458,INDIAN LOVE,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,Family,0.99,135,NC-17,"NICK WAHLBERG, MATTHEW JOHANSSON, TOM MCKELLEN, CARY MCCONAUGHEY, SCARLETT DAMON, GINA DEGENERES, RITA REYNOLDS, RUSSELL TEMPLE, JON CHASE, GENE MCKELLEN",left_only
1477,518,LIAISONS SWEET,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,Travel,4.99,140,PG,"NICK WAHLBERG, MENA TEMPLE, CHRISTIAN NEESON, MEG HAWKE, FAY WOOD, MICHAEL BOLGER",left_only
1478,754,RUSHMORE MERMAID,A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank,Comedy,2.99,150,PG-13,"NICK WAHLBERG, MILLA PECK, JOHNNY CAGE, PENELOPE PINKETT, HENRY BERRY, HARRISON BALE, FAY WOOD",left_only
1479,105,BULL SHAWSHANK,A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies,Action,0.99,125,NC-17,"NICK WAHLBERG, SANDRA KILMER, ALEC WAYNE, KIRK JOVOVICH, DAN STREEP, JULIANNE DENCH, ANGELA WITHERSPOON, JAYNE NOLTE",left_only
1480,226,DESTINY SATURDAY,A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia,New,4.99,56,G,"NICK WAHLBERG, SANDRA KILMER, KEVIN BLOOM, ALEC WAYNE, DAN HARRIS, MARY TANDY, EMILY DEE",left_only
1481,357,GILBERT PELICAN,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,Classics,0.99,114,G,"NICK WAHLBERG, SANDRA PECK, RIP WINSLET, RITA REYNOLDS",right_only
1482,357,GILBERT PELICAN,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,Classics,0.99,114,G,"NICK WAHLBERG, SANDRA PECK, RIP WINSLET, RITA REYNOLDS",left_only
1483,550,MAGUIRE APACHE,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,Family,2.99,74,NC-17,"NICK WAHLBERG, SEAN WILLIAMS, RENEE TRACY, ALAN DREYFUSS",left_only
1484,555,MALLRATS UNITED,A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery,Comedy,0.99,133,PG,"NICK WAHLBERG, VAL BOLGER, CAMERON ZELLWEGER, VIVIEN BASINGER, MARY KEITEL",left_only
1485,485,JERSEY SASSY,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,Children,4.99,60,PG,"NICK WAHLBERG, ZERO CAGE, VAL BOLGER, FAY KILMER, WALTER TORN, CATE MCQUEEN, ED MANSFIELD, RIVER DEAN, JOHN SUVARI",left_only
1486,701,PSYCHO SHRUNK,A Amazing Panorama of a Crocodile And a Explorer who must Fight a Husband in Nigeria,Games,2.99,155,PG-13,OLYMPIA PFEIFFER,right_only
1487,701,PSYCHO SHRUNK,A Amazing Panorama of a Crocodile And a Explorer who must Fight a Husband in Nigeria,Games,2.99,155,PG-13,OLYMPIA PFEIFFER,left_only
1488,898,TOURIST PELICAN,A Boring Story of a Butler And a Astronaut who must Outrace a Pioneer in Australia,Sports,4.99,152,PG-13,"OLYMPIA PFEIFFER, BEN HARRIS, PENELOPE MONROE",right_only
1489,146,CHITTY LOCK,A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station,Drama,2.99,107,G,"OLYMPIA PFEIFFER, HUMPHREY GARLAND, ROCK DUKAKIS, LISA MONROE, ELVIS MARX, LUCILLE TRACY, JOHNNY LOLLOBRIGIDA, VAL BOLGER, NICK DEGENERES, AL GARLAND, RUSSELL TEMPLE, SUSAN DAVIS, SISSY SOBIESKI",right_only
1490,397,HANKY OCTOBER,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,Sci-Fi,2.99,107,NC-17,"OLYMPIA PFEIFFER, LISA MONROE, RICHARD PENN",right_only
1491,181,CONTACT ANONYMOUS,A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India,Travel,2.99,166,PG-13,"OLYMPIA PFEIFFER, MENA TEMPLE, CHRISTOPHER BERRY, MORGAN HOPKINS, EWAN GOODING",right_only
1492,612,MUSSOLINI SPOILERS,A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China,Sports,2.99,180,G,"OPRAH KILMER, CARY MCCONAUGHEY, KENNETH PALTROW, FAY KILMER, JUDY DEAN, DAN TORN, VIVIEN BERGEN",right_only
1493,41,ARSENIC INDEPENDENCE,A Fanciful Documentary of a Mad Cow And a Womanizer who must Find a Dentist in Berlin,Travel,0.99,137,PG,"OPRAH KILMER, CUBA ALLEN, RITA REYNOLDS",right_only
1494,844,STEERS ARMAGEDDON,A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention,Sports,4.99,140,PG,"OPRAH KILMER, DAN HARRIS, DAN STREEP, FAY WOOD",right_only
1495,4,AFFAIR PREJUDICE,A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank,Horror,2.99,117,G,"OPRAH KILMER, FAY WINSLET, KENNETH PESCI, JODIE DEGENERES, SCARLETT DAMON",right_only
1496,28,ANTHEM LUKE,A Touching Panorama of a Waitress And a Woman who must Outrace a Dog in An Abandoned Amusement Park,Comedy,4.99,91,PG-13,"OPRAH KILMER, MILLA KEITEL",right_only
1497,768,SCARFACE BANG,A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory,Children,4.99,102,PG-13,"PARKER GOLDBERG, ELLEN PRESLEY, CATE HARRIS, EMILY DEE, BEN HARRIS, IAN TANDY, RENEE BALL",left_only
1498,478,JAWS HARRY,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,Comedy,2.99,112,G,"PARKER GOLDBERG, HELEN VOIGHT, MINNIE ZELLWEGER, GRETA KEITEL, LUCILLE TRACY",right_only
1499,991,WORST BANGER,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,Action,2.99,185,PG,"PARKER GOLDBERG, KIRSTEN AKROYD, SPENCER DEPP, MATTHEW CARREY",left_only
1500,319,FISH OPUS,A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia,Sci-Fi,2.99,125,R,"PARKER GOLDBERG, LAURENCE BULLOCK",left_only
1501,51,BALLOON HOMEWARD,A Insightful Panorama of a Forensic Psychologist And a Mad Cow who must Build a Mad Scientist in The First Manned Space Station,Music,2.99,75,NC-17,"PARKER GOLDBERG, MENA TEMPLE, GARY PENN, RICHARD PENN, RENEE BALL, ROCK DUKAKIS",left_only
1502,38,ARK RIDGEMONT,A Beautiful Yarn of a Pioneer And a Monkey who must Pursue a Explorer in The Sahara Desert,Action,0.99,68,NC-17,"PARKER GOLDBERG, NICK DEGENERES, AUDREY BAILEY",right_only
1503,38,ARK RIDGEMONT,A Beautiful Yarn of a Pioneer And a Monkey who must Pursue a Explorer in The Sahara Desert,Action,0.99,68,NC-17,"PARKER GOLDBERG, NICK DEGENERES, AUDREY BAILEY",left_only
1504,296,EXPRESS LONELY,A Boring Drama of a Astronaut And a Boat who must Face a Boat in California,Sci-Fi,2.99,178,R,"PARKER GOLDBERG, RIP WINSLET, MINNIE ZELLWEGER, ALBERT JOHANSSON, OLYMPIA PFEIFFER, GREGORY GOODING, SEAN WILLIAMS, ALEC WAYNE",right_only
1505,174,CONFIDENTIAL INTERVIEW,A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan,Music,4.99,180,NC-17,"PARKER GOLDBERG, SYLVESTER DERN",left_only
1506,70,BIKINI BORROWERS,A Astounding Drama of a Astronaut And a Cat who must Discover a Woman in The First Manned Space Station,Animation,4.99,142,NC-17,"PENELOPE CRONYN, BETTE NICHOLSON",right_only
1507,287,ENTRAPMENT SATISFACTION,A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat,Action,0.99,176,R,"PENELOPE CRONYN, FRANCES DAY-LEWIS, WOODY HOFFMAN, FRED COSTNER",right_only
1508,40,ARMY FLINTSTONES,A Boring Saga of a Database Administrator And a Womanizer who must Battle a Waitress in Nigeria,Documentary,0.99,148,R,"PENELOPE CRONYN, GENE WILLIS, MAE HOFFMAN, CARY MCCONAUGHEY, ED CHASE, MATTHEW CARREY, RUSSELL CLOSE",right_only
1509,677,PIANIST OUTFIELD,A Intrepid Story of a Boy And a Technical Writer who must Pursue a Lumberjack in A Monastery,New,0.99,136,NC-17,"PENELOPE CRONYN, JOHN SUVARI, JAYNE SILVERSTONE, DEBBIE AKROYD, MICHAEL BENING",right_only
1510,677,PIANIST OUTFIELD,A Intrepid Story of a Boy And a Technical Writer who must Pursue a Lumberjack in A Monastery,New,0.99,136,NC-17,"PENELOPE CRONYN, MICHAEL BENING, DEBBIE AKROYD, JOHN SUVARI, JAYNE SILVERSTONE",left_only
1511,463,INSTINCT AIRPORT,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,Sports,2.99,116,PG,"PENELOPE CRONYN, PARKER GOLDBERG, REESE KILMER, JOHNNY CAGE, GRACE MOSTEL, JENNIFER DAVIS, SYLVESTER DERN, RICHARD PENN, GEOFFREY HESTON, ED GUINESS, CAMERON STREEP",right_only
1512,739,ROCKY WAR,A Fast-Paced Display of a Squirrel And a Explorer who must Outgun a Mad Scientist in Nigeria,Drama,4.99,145,PG-13,"PENELOPE CRONYN, SISSY SOBIESKI, RENEE TRACY",right_only
1513,156,CLERKS ANGELS,A Thrilling Display of a Sumo Wrestler And a Girl who must Confront a Man in A Baloon,Documentary,4.99,164,G,"PENELOPE CRONYN, SUSAN DAVIS, ADAM HOPPER, BELA WALKEN",left_only
1514,401,HAROLD FRENCH,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,Drama,0.99,168,NC-17,"PENELOPE CRONYN, TIM HACKMAN, NATALIE HOPKINS, ED MANSFIELD, HARVEY HOPE, JON CHASE, GENE MCKELLEN",right_only
1515,309,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,Family,0.99,98,R,"PENELOPE CRONYN, TOM MIRANDA, TIM HACKMAN, MARY KEITEL",right_only
1516,259,DUCK RACER,A Lacklusture Yarn of a Teacher And a Squirrel who must Overcome a Dog in A Shark Tank,Animation,2.99,116,NC-17,"PENELOPE CRONYN, WOODY HOFFMAN",right_only
1517,106,BULWORTH COMMANDMENTS,A Amazing Display of a Mad Cow And a Pioneer who must Redeem a Sumo Wrestler in The Outback,Games,2.99,61,G,"PENELOPE GUINESS, ANGELA HUDSON, SCARLETT BENING, ALAN DREYFUSS",right_only
1518,106,BULWORTH COMMANDMENTS,A Amazing Display of a Mad Cow And a Pioneer who must Redeem a Sumo Wrestler in The Outback,Games,2.99,61,G,"PENELOPE GUINESS, ANGELA HUDSON, SCARLETT BENING, ALAN DREYFUSS",left_only
1519,509,LANGUAGE COWBOY,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,Children,0.99,78,NC-17,"PENELOPE GUINESS, BETTE NICHOLSON, CHRISTOPHER BERRY, WARREN JACKMAN, WHOOPI HURT, CUBA BIRCH",left_only
1520,605,MULHOLLAND BEAST,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,Foreign,2.99,157,PG,"PENELOPE GUINESS, BETTE NICHOLSON, KIRK JOVOVICH, JUDE CRUISE, WALTER TORN, EWAN GOODING",left_only
1521,277,ELEPHANT TROJAN,A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon,Horror,4.99,126,PG-13,"PENELOPE GUINESS, CAMERON STREEP, VAL BOLGER, GINA DEGENERES, HARRISON BALE",left_only
1522,1,ACADEMY DINOSAUR,A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies,Documentary,0.99,86,PG,"PENELOPE GUINESS, CHRISTIAN GABLE, LUCILLE TRACY, SANDRA PECK, JOHNNY CAGE, MENA TEMPLE, WARREN NOLTE, OPRAH KILMER, ROCK DUKAKIS, MARY KEITEL",left_only
1523,980,WIZARD COLDBLOODED,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,Music,4.99,75,PG,"PENELOPE GUINESS, CHRISTIAN GABLE, TIM HACKMAN, PARKER GOLDBERG, ANNE CRONYN, MENA TEMPLE, RAY JOHANSSON, SUSAN DAVIS, WALTER TORN",left_only
1524,939,VERTIGO NORTHWEST,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,Comedy,2.99,90,R,"PENELOPE GUINESS, DAN STREEP, WARREN JACKMAN, BELA WALKEN",left_only
1525,749,RULES HUMAN,A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House,Horror,4.99,153,R,"PENELOPE GUINESS, DUSTIN TAUTOU, CARY MCCONAUGHEY, KEVIN GARLAND, HARVEY HOPE",left_only
1526,506,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,Horror,4.99,67,PG,"PENELOPE GUINESS, FRANCES DAY-LEWIS, ANNE CRONYN, RAY JOHANSSON, PENELOPE CRONYN, HARRISON BALE, JEFF SILVERSTONE, ROCK DUKAKIS",left_only
1527,506,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,Horror,4.99,67,PG,"PENELOPE GUINESS, FRANCES DAY-LEWIS, ANNE CRONYN, RAY JOHANSSON, PENELOPE CRONYN, HARRISON BALE, ROCK DUKAKIS, JEFF SILVERSTONE",right_only
1528,438,HUMAN GRAFFITI,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,Games,2.99,68,NC-17,"PENELOPE GUINESS, FRED COSTNER, AUDREY OLIVIER, WILL WILSON",left_only
1529,166,COLOR PHILADELPHIA,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,Classics,2.99,149,G,"PENELOPE GUINESS, GROUCHO DUNST, SALMA NOLTE, DARYL CRAWFORD, CHRISTOPHER WEST, OLYMPIA PFEIFFER, JOHN SUVARI",left_only
1530,23,ANACONDA CONFESSIONS,A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia,Animation,0.99,92,R,"PENELOPE GUINESS, JENNIFER DAVIS, ELVIS MARX, JAYNE NOLTE, HUMPHREY WILLIS",left_only
1531,25,ANGELS LIFE,A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin,New,2.99,74,G,"PENELOPE GUINESS, JENNIFER DAVIS, GRACE MOSTEL, JULIA BARRYMORE, CHRISTOPHER BERRY, ED MANSFIELD, NICK DEGENERES, LAURENCE BULLOCK, RENEE BALL",left_only
1532,635,OKLAHOMA JUMANJI,A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert,New,0.99,58,PG,"PENELOPE GUINESS, JENNIFER DAVIS, KARL BERRY, CUBA OLIVIER, RIP CRAWFORD, CHRISTIAN AKROYD, CARY MCCONAUGHEY, RICHARD PENN, BELA WALKEN",left_only
1533,832,SPLASH GUMP,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,Family,0.99,175,PG,"PENELOPE GUINESS, JENNIFER DAVIS, UMA WOOD, CAMERON STREEP, CHRISTIAN NEESON, RAY JOHANSSON, GENE WILLIS, MORGAN WILLIAMS, HUMPHREY WILLIS, AL GARLAND",left_only
1534,140,CHEAPER CLYDE,A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan,Sci-Fi,0.99,87,G,"PENELOPE GUINESS, LUCILLE TRACY",left_only
1535,499,KING EVOLUTION,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,Family,4.99,184,NC-17,"PENELOPE GUINESS, LUCILLE TRACY, BURT DUKAKIS, CUBA ALLEN, RENEE BALL, MARY KEITEL",right_only
1536,499,KING EVOLUTION,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,Family,4.99,184,NC-17,"PENELOPE GUINESS, LUCILLE TRACY, BURT DUKAKIS, CUBA ALLEN, RENEE BALL, MARY KEITEL",left_only
1537,361,GLEAMING JAWBREAKER,A Amazing Display of a Composer And a Forensic Psychologist who must Discover a Car in The Canadian Rockies,Sports,2.99,89,NC-17,"PENELOPE GUINESS, MARY TANDY, ALBERT NOLTE, RIVER DEAN, IAN TANDY, NICK DEGENERES, JOHN SUVARI, JAYNE SILVERSTONE",left_only
1538,970,WESTWARD SEABISCUIT,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,Classics,0.99,52,NC-17,"PENELOPE GUINESS, VIVIEN BERGEN, PENELOPE PINKETT, CHARLIZE DENCH, KEVIN GARLAND, LUCILLE DEE",left_only
1539,898,TOURIST PELICAN,A Boring Story of a Butler And a Astronaut who must Outrace a Pioneer in Australia,Sports,4.99,152,PG-13,"PENELOPE MONROE, BEN HARRIS, OLYMPIA PFEIFFER",left_only
1540,149,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,Children,0.99,150,NC-17,"PENELOPE MONROE, EMILY DEE, THORA TEMPLE",right_only
1541,149,CHRISTMAS MOONSHINE,A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse,Children,0.99,150,NC-17,"PENELOPE MONROE, EMILY DEE, THORA TEMPLE",left_only
1542,746,ROUGE SQUAD,A Awe-Inspiring Drama of a Astronaut And a Frisbee who must Conquer a Mad Scientist in Australia,Games,0.99,118,NC-17,"PENELOPE MONROE, EWAN GOODING, JON CHASE, REESE WEST",left_only
1543,994,WYOMING STORM,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,New,4.99,100,PG-13,"PENELOPE MONROE, HARRISON BALE, WOODY HOFFMAN, JULIA ZELLWEGER, SIDNEY CROWE, BETTE NICHOLSON",right_only
1544,63,BEDAZZLED MARRIED,A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House,Family,0.99,73,PG,"PENELOPE MONROE, JAYNE NOLTE, REESE WEST, LAURENCE BULLOCK, DAN HARRIS, LUCILLE TRACY, GARY PHOENIX",right_only
1545,641,ORANGE GRAPES,A Astounding Documentary of a Butler And a Womanizer who must Face a Dog in A U-Boat,Foreign,0.99,76,PG-13,"PENELOPE MONROE, KEVIN GARLAND, KIM ALLEN, CUBA ALLEN, MEG HAWKE",right_only
1546,911,TRIP NEWTON,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,Action,4.99,64,PG-13,"PENELOPE MONROE, WOODY JOLIE, MATTHEW CARREY, KEVIN GARLAND",right_only
1547,129,CAUSE DATE,A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention,Documentary,2.99,179,R,"PENELOPE PINKETT, DUSTIN TAUTOU, JAYNE NEESON, WILLIAM HACKMAN, JAYNE SILVERSTONE, REESE WEST",left_only
1548,658,PARIS WEEKEND,A Intrepid Story of a Squirrel And a Crocodile who must Defeat a Monkey in The Outback,Horror,2.99,121,PG-13,"PENELOPE PINKETT, HENRY BERRY, ANGELA HUDSON, LIZA BERGMAN, GEOFFREY HESTON, JAYNE SILVERSTONE",left_only
1549,546,MADRE GABLES,A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station,Games,2.99,98,PG-13,"PENELOPE PINKETT, MATTHEW CARREY, TOM MIRANDA, DARYL WAHLBERG",right_only
1550,184,CORE SUIT,A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse,Classics,2.99,92,PG-13,"PENELOPE PINKETT, PENELOPE CRONYN, ANGELA WITHERSPOON, MENA HOPPER",left_only
