,fid,title,description,category,price,length,rating,actors,_merge
1418,433,HORN WORKING,A Stunning Display of a Mad Scientist And a Technical Writer who must Succumb a Monkey in A Shark Tank,Animation,2.99,95,PG,"Morgan Williams, Zero Cage, Sean Guiness, Christian Neeson, Anne Cronyn, Will Wilson, Gene Mckellen, Jayne Nolte",right_only
1419,248,DOZEN LION,A Taut Drama of a Cat And a Girl who must Defeat a Frisbee in The Canadian Rockies,Documentary,4.99,177,NC-17,"Natalie Hopkins, Cameron Wray, Jada Ryder, Ben Harris, Laura Brody, Kenneth Hoffman",left_only
1420,632,NUTS TIES,A Thoughtful Drama of a Explorer And a Womanizer who must Meet a Teacher in California,New,4.99,145,NC-17,"Natalie Hopkins, Christian Akroyd",left_only
1421,372,GRACELAND DYNAMITE,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,Sports,4.99,140,R,"Natalie Hopkins, Christian Neeson, Burt Posey, Sidney Crowe, Albert Johansson, Kenneth Hoffman",left_only
1422,288,ESCAPE METROPOLIS,A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans,Travel,2.99,167,R,"Natalie Hopkins, Ed Mansfield, Frances Tomei, Johnny Lollobrigida",right_only
1423,303,FANTASY TROOPERS,A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention,Action,0.99,58,PG-13,"Natalie Hopkins, Greg Chaplin, Sean Guiness, Ian Tandy, Greta Malden, Christopher West, Jon Chase, Bela Walken, Mary Keitel",left_only
1424,520,LICENSE WEEKEND,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,Sci-Fi,2.99,91,NC-17,"Natalie Hopkins, Groucho Sinatra, Greg Chaplin, Sean Guiness, Gina Degeneres, Daryl Crawford, Russell Close, Jayne Silverstone",left_only
1425,552,MAJESTIC FLOATS,A Thrilling Character Study of a Moose And a Student who must Escape a Butler in The First Manned Space Station,Documentary,0.99,130,PG,"Natalie Hopkins, Joe Swank, Julia Zellweger, Ed Mansfield, Groucho Sinatra",right_only
1426,918,TWISTED PIRATES,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,Children,4.99,152,PG,"Natalie Hopkins, Jude Cruise, Adam Grant",left_only
1427,437,HOUSE DYNAMITE,A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia,Family,2.99,109,R,"Natalie Hopkins, Jude Cruise, Meg Hawke, Matthew Leigh, Vivien Basinger, Al Garland, Matthew Carrey, Debbie Akroyd, Michael Bolger",left_only
1428,504,KWAI HOMEWARD,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,Drama,0.99,46,PG-13,"Natalie Hopkins, Michelle Mcconaughey, Jada Ryder, Angela Witherspoon, Fay Wood",right_only
1429,504,KWAI HOMEWARD,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,Drama,0.99,46,PG-13,"Natalie Hopkins, Michelle Mcconaughey, Jada Ryder, Angela Witherspoon, Fay Wood",left_only
1430,327,FOOL MOCKINGBIRD,A Lacklusture Tale of a Crocodile And a Composer who must Defeat a Madman in A U-Boat,Action,4.99,158,PG,"Natalie Hopkins, Rip Crawford",right_only
1431,580,MINE TITANS,A Amazing Yarn of a Robot And a Womanizer who must Discover a Forensic Psychologist in Berlin,New,4.99,166,PG-13,"Nick Degeneres, Humphrey Garland",right_only
1432,580,MINE TITANS,A Amazing Yarn of a Robot And a Womanizer who must Discover a Forensic Psychologist in Berlin,New,4.99,166,PG-13,"Nick Degeneres, Humphrey Garland",left_only
1433,867,SUPER WYOMING,A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback,Family,4.99,58,PG,"Nick Degeneres, Humphrey Garland, Tom Miranda",right_only
1434,674,PET HAUNTING,A Unbelieveable Reflection of a Explorer And a Boat who must Conquer a Woman in California,Foreign,0.99,99,PG,"Nick Degeneres, John Suvari, Jodie Degeneres, Groucho Sinatra, Morgan Hopkins, Ben Harris, Laura Brody",right_only
1435,25,ANGELS LIFE,A Thoughtful Display of a Woman And a Astronaut who must Battle a Robot in Berlin,New,2.99,74,G,"Nick Degeneres, Julia Barrymore, Grace Mostel, Jennifer Davis, Penelope Guiness, Christopher Berry, Ed Mansfield, Laurence Bullock, Renee Ball",right_only
1436,622,NEWSIES STORY,A Action-Packed Character Study of a Dog And a Lumberjack who must Outrace a Moose in The Gulf of Mexico,Documentary,0.99,159,G,"Nick Degeneres, Sylvester Dern, Dan Streep, Michael Bening, Jim Mostel, Jeff Silverstone, John Suvari, Ralph Cruz",right_only
1437,604,MULAN MOON,A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon,Comedy,0.99,160,G,"Nick Stallone, Angelina Astaire, Greta Malden, Matthew Carrey, Julia Fawcett",left_only
1438,604,MULAN MOON,A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon,Comedy,0.99,160,G,"Nick Stallone, Angelina Astaire, Matthew Carrey, Julia Fawcett, Greta Malden",right_only
1439,699,PRIVATE DROP,A Stunning Story of a Technical Writer And a Hunter who must Succumb a Secret Agent in A Baloon,Games,4.99,106,PG,"Nick Stallone, Cameron Zellweger, Ellen Presley, Kirsten Akroyd, Jon Chase",right_only
1440,242,DOOM DANCING,A Astounding Panorama of a Car And a Mad Scientist who must Battle a Lumberjack in A MySQL Convention,Comedy,0.99,68,R,"Nick Stallone, Christian Akroyd, Jessica Bailey, Mae Hoffman, Woody Jolie, Warren Nolte, Chris Depp, Cameron Streep",right_only
1441,982,WOMEN DORADO,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,Action,0.99,126,R,"Nick Stallone, Christopher Berry, Ellen Presley, Jim Mostel, Michael Bening",left_only
1442,322,FLATLINERS KILLER,A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft,Sports,2.99,100,G,"Nick Stallone, Gary Penn, Kenneth Torn, Jim Mostel, Russell Bacall, Morgan Hopkins, Scarlett Bening, Mena Hopper, Rock Dukakis",left_only
1443,952,WAGON JAWS,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,Documentary,2.99,152,PG,"Nick Stallone, Harrison Bale, Spencer Peck, Henry Berry, Mary Keitel, Richard Penn",right_only
1444,952,WAGON JAWS,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,Documentary,2.99,152,PG,"Nick Stallone, Henry Berry, Spencer Peck, Harrison Bale, Richard Penn, Mary Keitel",left_only
1445,699,PRIVATE DROP,A Stunning Story of a Technical Writer And a Hunter who must Succumb a Secret Agent in A Baloon,Games,4.99,106,PG,"Nick Stallone, Kirsten Akroyd, Ellen Presley, Cameron Zellweger, Jon Chase",left_only
1446,825,SPEAKEASY DATE,A Lacklusture Drama of a Forensic Psychologist And a Car who must Redeem a Man in A Manhattan Penthouse,Action,2.99,165,PG-13,"Nick Stallone, Kirsten Akroyd, Harvey Hope",left_only
1447,94,BRAVEHEART HUMAN,A Insightful Story of a Dog And a Pastry Chef who must Battle a Girl in Berlin,Family,2.99,176,PG-13,"Nick Stallone, Kirsten Akroyd, Jane Jackman, Jayne Nolte",left_only
1448,434,HORROR REIGN,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,Travel,0.99,139,R,"Nick Stallone, Mary Tandy, Kenneth Hoffman, Christopher West, Joe Swank",right_only
1449,937,VARSITY TRIP,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,New,2.99,85,NC-17,"Nick Stallone, Mena Temple, Burt Temple",left_only
1450,109,BUTTERFLY CHOCOLAT,A Fateful Story of a Girl And a Composer who must Conquer a Husband in A Shark Tank,New,0.99,89,G,"Nick Stallone, Mena Temple, Kim Allen, Lisa Monroe, Ed Guiness, Burt Temple, Mary Keitel",left_only
1451,591,MONSOON CAUSE,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat,Games,4.99,182,PG,"Nick Stallone, Minnie Zellweger, Albert Johansson, William Hackman, Natalie Hopkins",right_only
1452,591,MONSOON CAUSE,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat,Games,4.99,182,PG,"Nick Stallone, Natalie Hopkins, Minnie Zellweger, Albert Johansson, William Hackman",left_only
1453,751,RUNAWAY TENENBAUMS,A Thoughtful Documentary of a Boat And a Man who must Meet a Boat in An Abandoned Fun House,New,0.99,181,NC-17,"Nick Stallone, Warren Jackman, Gene Mckellen",left_only
1454,399,HAPPINESS UNITED,A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan,Foreign,2.99,100,G,"Nick Wahlberg, Adam Grant, Groucho Dunst, Cuba Allen, Meryl Gibson",left_only
1455,550,MAGUIRE APACHE,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,Family,2.99,74,NC-17,"Nick Wahlberg, Alan Dreyfuss, Renee Tracy, Sean Williams",right_only
1456,314,FIGHT JAWBREAKER,A Intrepid Panorama of a Womanizer And a Girl who must Escape a Girl in A Manhattan Penthouse,Animation,0.99,91,R,"Nick Wahlberg, Albert Johansson, Meryl Gibson",left_only
1457,3,ADAPTATION HOLES,A Astounding Reflection of a Lumberjack And a Car who must Sink a Lumberjack in A Baloon Factory,Documentary,2.99,50,NC-17,"Nick Wahlberg, Bob Fawcett, Cameron Streep, Ray Johansson, Julianne Dench",left_only
1458,31,APACHE DIVINE,A Awe-Inspiring Reflection of a Pastry Chef And a Teacher who must Overcome a Sumo Wrestler in A U-Boat,Family,4.99,92,NC-17,"Nick Wahlberg, Cuba Olivier, Anne Cronyn, Henry Berry",left_only
1459,481,JEKYLL FROGMEN,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,New,2.99,58,PG,"Nick Wahlberg, Dan Streep, Jada Ryder",right_only
1460,481,JEKYLL FROGMEN,A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank,New,2.99,58,PG,"Nick Wahlberg, Dan Streep, Jada Ryder",left_only
1461,561,MASK PEACH,A Boring Character Study of a Student And a Robot who must Meet a Woman in California,New,2.99,123,NC-17,"Nick Wahlberg, Dan Torn, Gary Penn, Woody Jolie, Meg Hawke, Sidney Crowe, Warren Nolte, Lucille Dee, Laura Brody, Jeff Silverstone, Renee Ball",left_only
1462,742,ROOF CHAMPION,A Lacklusture Reflection of a Car And a Explorer who must Find a Monkey in A Baloon,Games,0.99,101,R,"Nick Wahlberg, Elvis Marx, Dan Streep, Scarlett Bening, Whoopi Hurt",left_only
1463,742,ROOF CHAMPION,A Lacklusture Reflection of a Car And a Explorer who must Find a Monkey in A Baloon,Games,0.99,101,R,"Nick Wahlberg, Elvis Marx, Scarlett Bening, Whoopi Hurt, Dan Streep",right_only
1464,132,CHAINSAW UPTOWN,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,Sci-Fi,0.99,114,PG,"Nick Wahlberg, Gene Hopkins",right_only
1465,132,CHAINSAW UPTOWN,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,Sci-Fi,0.99,114,PG,"Nick Wahlberg, Gene Hopkins",left_only
1466,145,CHISUM BEHAVIOR,A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India,Family,4.99,124,G,"Nick Wahlberg, Gene Hopkins, Fay Winslet, Julia Fawcett",left_only
1467,249,DRACULA CRYSTAL,A Thrilling Reflection of a Feminist And a Cat who must Find a Frisbee in An Abandoned Fun House,Classics,0.99,176,G,"Nick Wahlberg, Jodie Degeneres, Carmen Hunt, Cameron Wray, Michelle Mcconaughey, Sean Williams, Ben Willis, Greg Chaplin, Morgan Hopkins, Daryl Crawford, Morgan Williams, Ian Tandy, Reese West",left_only
1468,369,GOODFELLAS SALUTE,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,Sci-Fi,4.99,56,PG,"Nick Wahlberg, Johnny Lollobrigida, Elvis Marx, Ben Willis, Gina Degeneres, Susan Davis, Frances Tomei, Reese West",left_only
1469,811,SMILE EARRING,A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin,Travel,2.99,60,G,"Nick Wahlberg, Johnny Lollobrigida, Joe Swank, Anne Cronyn, Groucho Sinatra, Russell Temple, Ed Guiness, Jeff Silverstone",left_only
1470,540,LUCKY FLYING,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,Music,2.99,97,PG-13,"Nick Wahlberg, Karl Berry, Julia Mcqueen, Parker Goldberg, James Pitt, Kenneth Torn, Jim Mostel, Ewan Gooding, Jada Ryder, Angela Witherspoon",left_only
1471,958,WARDROBE PHANTOM,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,Drama,2.99,178,G,"Nick Wahlberg, Kirk Jovovich, Angelina Astaire, Walter Torn, Warren Nolte, River Dean, Gregory Gooding, Thora Temple",left_only
1472,47,BABY HALL,A Boring Character Study of a A Shark And a Girl who must Outrace a Feminist in An Abandoned Mine Shaft,Foreign,4.99,153,NC-17,"Nick Wahlberg, Matthew Johansson, Charlize Dench, Daryl Wahlberg, Kevin Garland, River Dean, Minnie Kilmer, Vivien Basinger",left_only
1473,321,FLASH WARS,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,New,4.99,123,NC-17,"Nick Wahlberg, Matthew Johansson, Dan Torn, Kirsten Paltrow, Sandra Peck, Milla Keitel, Greta Malden",left_only
1474,321,FLASH WARS,A Astounding Saga of a Moose And a Pastry Chef who must Chase a Student in The Gulf of Mexico,New,4.99,123,NC-17,"Nick Wahlberg, Matthew Johansson, Greta Malden, Milla Keitel, Sandra Peck, Kirsten Paltrow, Dan Torn",right_only
1475,458,INDIAN LOVE,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,Family,0.99,135,NC-17,"Nick Wahlberg, Matthew Johansson, Tom Mckellen, Cary Mcconaughey, Scarlett Damon, Gina Degeneres, Rita Reynolds, Russell Temple, Jon Chase, Gene Mckellen",right_only
1476,458,INDIAN LOVE,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,Family,0.99,135,NC-17,"Nick Wahlberg, Matthew Johansson, Tom Mckellen, Cary Mcconaughey, Scarlett Damon, Gina Degeneres, Rita Reynolds, Russell Temple, Jon Chase, Gene Mckellen",left_only
1477,518,LIAISONS SWEET,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,Travel,4.99,140,PG,"Nick Wahlberg, Mena Temple, Christian Neeson, Meg Hawke, Fay Wood, Michael Bolger",left_only
1478,754,RUSHMORE MERMAID,A Boring Story of a Woman And a Moose who must Reach a Husband in A Shark Tank,Comedy,2.99,150,PG-13,"Nick Wahlberg, Milla Peck, Johnny Cage, Penelope Pinkett, Henry Berry, Harrison Bale, Fay Wood",left_only
1479,105,BULL SHAWSHANK,A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies,Action,0.99,125,NC-17,"Nick Wahlberg, Sandra Kilmer, Alec Wayne, Kirk Jovovich, Dan Streep, Julianne Dench, Angela Witherspoon, Jayne Nolte",left_only
1480,226,DESTINY SATURDAY,A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia,New,4.99,56,G,"Nick Wahlberg, Sandra Kilmer, Kevin Bloom, Alec Wayne, Dan Harris, Mary Tandy, Emily Dee",left_only
1481,357,GILBERT PELICAN,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,Classics,0.99,114,G,"Nick Wahlberg, Sandra Peck, Rip Winslet, Rita Reynolds",right_only
1482,357,GILBERT PELICAN,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,Classics,0.99,114,G,"Nick Wahlberg, Sandra Peck, Rip Winslet, Rita Reynolds",left_only
1483,550,MAGUIRE APACHE,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,Family,2.99,74,NC-17,"Nick Wahlberg, Sean Williams, Renee Tracy, Alan Dreyfuss",left_only
1484,555,MALLRATS UNITED,A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery,Comedy,0.99,133,PG,"Nick Wahlberg, Val Bolger, Cameron Zellweger, Vivien Basinger, Mary Keitel",left_only
1485,485,JERSEY SASSY,A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan,Children,4.99,60,PG,"Nick Wahlberg, Zero Cage, Val Bolger, Fay Kilmer, Walter Torn, Cate Mcqueen, Ed Mansfield, River Dean, John Suvari",left_only
1486,701,PSYCHO SHRUNK,A Amazing Panorama of a Crocodile And a Explorer who must Fight a Husband in Nigeria,Games,2.99,155,PG-13,Olympia Pfeiffer,right_only
1487,701,PSYCHO SHRUNK,A Amazing Panorama of a Crocodile And a Explorer who must Fight a Husband in Nigeria,Games,2.99,155,PG-13,Olympia Pfeiffer,left_only
1488,898,TOURIST PELICAN,A Boring Story of a Butler And a Astronaut who must Outrace a Pioneer in Australia,Sports,4.99,152,PG-13,"Olympia Pfeiffer, Ben Harris, Penelope Monroe",right_only
1489,146,CHITTY LOCK,A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station,Drama,2.99,107,G,"Olympia Pfeiffer, Humphrey Garland, Rock Dukakis, Lisa Monroe, Elvis Marx, Lucille Tracy, Johnny Lollobrigida, Val Bolger, Nick Degeneres, Al Garland, Russell Temple, Susan Davis, Sissy Sobieski",right_only
1490,397,HANKY OCTOBER,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,Sci-Fi,2.99,107,NC-17,"Olympia Pfeiffer, Lisa Monroe, Richard Penn",right_only
1491,181,CONTACT ANONYMOUS,A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India,Travel,2.99,166,PG-13,"Olympia Pfeiffer, Mena Temple, Christopher Berry, Morgan Hopkins, Ewan Gooding",right_only
1492,612,MUSSOLINI SPOILERS,A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China,Sports,2.99,180,G,"Oprah Kilmer, Cary Mcconaughey, Kenneth Paltrow, Fay Kilmer, Judy Dean, Dan Torn, Vivien Bergen",right_only
1493,41,ARSENIC INDEPENDENCE,A Fanciful Documentary of a Mad Cow And a Womanizer who must Find a Dentist in Berlin,Travel,0.99,137,PG,"Oprah Kilmer, Cuba Allen, Rita Reynolds",right_only
1494,844,STEERS ARMAGEDDON,A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention,Sports,4.99,140,PG,"Oprah Kilmer, Dan Harris, Dan Streep, Fay Wood",right_only
1495,4,AFFAIR PREJUDICE,A Fanciful Documentary of a Frisbee And a Lumberjack who must Chase a Monkey in A Shark Tank,Horror,2.99,117,G,"Oprah Kilmer, Fay Winslet, Kenneth Pesci, Jodie Degeneres, Scarlett Damon",right_only
1496,28,ANTHEM LUKE,A Touching Panorama of a Waitress And a Woman who must Outrace a Dog in An Abandoned Amusement Park,Comedy,4.99,91,PG-13,"Oprah Kilmer, Milla Keitel",right_only
1497,768,SCARFACE BANG,A Emotional Yarn of a Teacher And a Girl who must Find a Teacher in A Baloon Factory,Children,4.99,102,PG-13,"Parker Goldberg, Ellen Presley, Cate Harris, Emily Dee, Ben Harris, Ian Tandy, Renee Ball",left_only
1498,478,JAWS HARRY,A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House,Comedy,2.99,112,G,"Parker Goldberg, Helen Voight, Minnie Zellweger, Greta Keitel, Lucille Tracy",right_only
1499,991,WORST BANGER,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,Action,2.99,185,PG,"Parker Goldberg, Kirsten Akroyd, Spencer Depp, Matthew Carrey",left_only
1500,319,FISH OPUS,A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia,Sci-Fi,2.99,125,R,"Parker Goldberg, Laurence Bullock",left_only
1501,51,BALLOON HOMEWARD,A Insightful Panorama of a Forensic Psychologist And a Mad Cow who must Build a Mad Scientist in The First Manned Space Station,Music,2.99,75,NC-17,"Parker Goldberg, Mena Temple, Gary Penn, Richard Penn, Renee Ball, Rock Dukakis",left_only
1502,38,ARK RIDGEMONT,A Beautiful Yarn of a Pioneer And a Monkey who must Pursue a Explorer in The Sahara Desert,Action,0.99,68,NC-17,"Parker Goldberg, Nick Degeneres, Audrey Bailey",right_only
1503,38,ARK RIDGEMONT,A Beautiful Yarn of a Pioneer And a Monkey who must Pursue a Explorer in The Sahara Desert,Action,0.99,68,NC-17,"Parker Goldberg, Nick Degeneres, Audrey Bailey",left_only
1504,296,EXPRESS LONELY,A Boring Drama of a Astronaut And a Boat who must Face a Boat in California,Sci-Fi,2.99,178,R,"Parker Goldberg, Rip Winslet, Minnie Zellweger, Albert Johansson, Olympia Pfeiffer, Gregory Gooding, Sean Williams, Alec Wayne",right_only
1505,174,CONFIDENTIAL INTERVIEW,A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan,Music,4.99,180,NC-17,"Parker Goldberg, Sylvester Dern",left_only
1506,70,BIKINI BORROWERS,A Astounding Drama of a Astronaut And a Cat who must Discover a Woman in The First Manned Space Station,Animation,4.99,142,NC-17,"Penelope Cronyn, Bette Nicholson",right_only
1507,287,ENTRAPMENT SATISFACTION,A Thoughtful Panorama of a Hunter And a Teacher who must Reach a Mad Cow in A U-Boat,Action,0.99,176,R,"Penelope Cronyn, Frances Day-lewis, Woody Hoffman, Fred Costner",right_only
1508,40,ARMY FLINTSTONES,A Boring Saga of a Database Administrator And a Womanizer who must Battle a Waitress in Nigeria,Documentary,0.99,148,R,"Penelope Cronyn, Gene Willis, Mae Hoffman, Cary Mcconaughey, Ed Chase, Matthew Carrey, Russell Close",right_only
1509,677,PIANIST OUTFIELD,A Intrepid Story of a Boy And a Technical Writer who must Pursue a Lumberjack in A Monastery,New,0.99,136,NC-17,"Penelope Cronyn, John Suvari, Jayne Silverstone, Debbie Akroyd, Michael Bening",right_only
1510,677,PIANIST OUTFIELD,A Intrepid Story of a Boy And a Technical Writer who must Pursue a Lumberjack in A Monastery,New,0.99,136,NC-17,"Penelope Cronyn, Michael Bening, Debbie Akroyd, John Suvari, Jayne Silverstone",left_only
1511,463,INSTINCT AIRPORT,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse,Sports,2.99,116,PG,"Penelope Cronyn, Parker Goldberg, Reese Kilmer, Johnny Cage, Grace Mostel, Jennifer Davis, Sylvester Dern, Richard Penn, Geoffrey Heston, Ed Guiness, Cameron Streep",right_only
1512,739,ROCKY WAR,A Fast-Paced Display of a Squirrel And a Explorer who must Outgun a Mad Scientist in Nigeria,Drama,4.99,145,PG-13,"Penelope Cronyn, Sissy Sobieski, Renee Tracy",right_only
1513,156,CLERKS ANGELS,A Thrilling Display of a Sumo Wrestler And a Girl who must Confront a Man in A Baloon,Documentary,4.99,164,G,"Penelope Cronyn, Susan Davis, Adam Hopper, Bela Walken",left_only
1514,401,HAROLD FRENCH,A Stunning Saga of a Sumo Wrestler And a Student who must Outrace a Moose in The Sahara Desert,Drama,0.99,168,NC-17,"Penelope Cronyn, Tim Hackman, Natalie Hopkins, Ed Mansfield, Harvey Hope, Jon Chase, Gene Mckellen",right_only
1515,309,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,Family,0.99,98,R,"Penelope Cronyn, Tom Miranda, Tim Hackman, Mary Keitel",right_only
1516,259,DUCK RACER,A Lacklusture Yarn of a Teacher And a Squirrel who must Overcome a Dog in A Shark Tank,Animation,2.99,116,NC-17,"Penelope Cronyn, Woody Hoffman",right_only
1517,106,BULWORTH COMMANDMENTS,A Amazing Display of a Mad Cow And a Pioneer who must Redeem a Sumo Wrestler in The Outback,Games,2.99,61,G,"Penelope Guiness, Angela Hudson, Scarlett Bening, Alan Dreyfuss",right_only
1518,106,BULWORTH COMMANDMENTS,A Amazing Display of a Mad Cow And a Pioneer who must Redeem a Sumo Wrestler in The Outback,Games,2.99,61,G,"Penelope Guiness, Angela Hudson, Scarlett Bening, Alan Dreyfuss",left_only
1519,509,LANGUAGE COWBOY,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,Children,0.99,78,NC-17,"Penelope Guiness, Bette Nicholson, Christopher Berry, Warren Jackman, Whoopi Hurt, Cuba Birch",left_only
1520,605,MULHOLLAND BEAST,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,Foreign,2.99,157,PG,"Penelope Guiness, Bette Nicholson, Kirk Jovovich, Jude Cruise, Walter Torn, Ewan Gooding",left_only
1521,277,ELEPHANT TROJAN,A Beautiful Panorama of a Lumberjack And a Forensic Psychologist who must Overcome a Frisbee in A Baloon,Horror,4.99,126,PG-13,"Penelope Guiness, Cameron Streep, Val Bolger, Gina Degeneres, Harrison Bale",left_only
1522,1,ACADEMY DINOSAUR,A Epic Drama of a Feminist And a Mad Scientist who must Battle a Teacher in The Canadian Rockies,Documentary,0.99,86,PG,"Penelope Guiness, Christian Gable, Lucille Tracy, Sandra Peck, Johnny Cage, Mena Temple, Warren Nolte, Oprah Kilmer, Rock Dukakis, Mary Keitel",left_only
1523,980,WIZARD COLDBLOODED,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,Music,4.99,75,PG,"Penelope Guiness, Christian Gable, Tim Hackman, Parker Goldberg, Anne Cronyn, Mena Temple, Ray Johansson, Susan Davis, Walter Torn",left_only
1524,939,VERTIGO NORTHWEST,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,Comedy,2.99,90,R,"Penelope Guiness, Dan Streep, Warren Jackman, Bela Walken",left_only
1525,749,RULES HUMAN,A Beautiful Epistle of a Astronaut And a Student who must Confront a Monkey in An Abandoned Fun House,Horror,4.99,153,R,"Penelope Guiness, Dustin Tautou, Cary Mcconaughey, Kevin Garland, Harvey Hope",left_only
1526,506,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,Horror,4.99,67,PG,"Penelope Guiness, Frances Day-lewis, Anne Cronyn, Ray Johansson, Penelope Cronyn, Harrison Bale, Jeff Silverstone, Rock Dukakis",left_only
1527,506,LADY STAGE,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,Horror,4.99,67,PG,"Penelope Guiness, Frances Day-lewis, Anne Cronyn, Ray Johansson, Penelope Cronyn, Harrison Bale, Rock Dukakis, Jeff Silverstone",right_only
1528,438,HUMAN GRAFFITI,A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico,Games,2.99,68,NC-17,"Penelope Guiness, Fred Costner, Audrey Olivier, Will Wilson",left_only
1529,166,COLOR PHILADELPHIA,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert,Classics,2.99,149,G,"Penelope Guiness, Groucho Dunst, Salma Nolte, Daryl Crawford, Christopher West, Olympia Pfeiffer, John Suvari",left_only
1530,23,ANACONDA CONFESSIONS,A Lacklusture Display of a Dentist And a Dentist who must Fight a Girl in Australia,Animation,0.99,92,R,"Penelope Guiness, Jennifer Davis, Elvis Marx, Jayne Nolte, Humphrey Willis",left_only
